,business_id,hours
103769,ZpPTy3369g0DFMVCXlkOQw,
103773,p4TDeD-Avn3LFc3eRz81Mg,"{'Monday': '9:30-19:0', 'Tuesday': '9:30-19:0', 'Wednesday': '9:30-19:0', 'Thursday': '9:30-19:0', 'Friday': '9:30-19:0', 'Saturday': '9:0-18:0'}"
103801,OF97VOyffzEoeOhvUQmaIA,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
103819,EQv9uUg-yVqYaqB67tzqaw,"{'Monday': '15:30-21:0', 'Tuesday': '15:30-22:0', 'Wednesday': '15:30-21:0', 'Thursday': '15:30-22:0', 'Friday': '15:30-21:0', 'Saturday': '9:0-14:0'}"
103825,_TXLS7cOPzlWmXcjYDE_ZQ,"{'Monday': '0:0-0:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-18:0', 'Saturday': '10:0-18:0', 'Sunday': '10:0-18:0'}"
103850,Jq9AFFbDq8nPCvAr9FV18g,"{'Monday': '10:0-16:0', 'Tuesday': '10:0-16:0', 'Wednesday': '10:0-16:0', 'Thursday': '10:0-16:0', 'Friday': '10:0-16:0', 'Saturday': '10:0-16:0'}"
103884,TPYRKrXsdUfOUQNFm6w_3w,"{'Thursday': '12:0-21:0', 'Friday': '12:0-21:0', 'Saturday': '12:0-21:0', 'Sunday': '12:0-15:0'}"
103907,PtaEaecpjxhr4dJYtdaFfQ,"{'Monday': '0:0-0:0', 'Tuesday': '9:0-17:30', 'Wednesday': '9:0-17:30', 'Thursday': '9:0-17:30', 'Friday': '9:0-15:0'}"
103919,AgO7kfKoPkPaRfh1qOX5Fw,
103926,m6zc7eO_ajWjoKBZCa4Zpg,"{'Monday': '0:0-0:0', 'Tuesday': '9:0-15:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-19:0', 'Sunday': '10:0-16:0'}"
103927,BGD95aQNLkNcWbmsUFh_Dg,"{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-20:0', 'Sunday': '11:0-20:0'}"
103938,-uVvRy08ry6C_6vkxih7vQ,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-1:0', 'Saturday': '11:0-1:0', 'Sunday': '12:0-20:0'}"
103952,-cDVG1zBZPBYU3TAoshgxw,"{'Monday': '0:0-0:0', 'Tuesday': '7:0-18:0', 'Wednesday': '7:0-18:0', 'Thursday': '7:0-18:0', 'Friday': '7:0-18:0', 'Saturday': '7:0-18:0', 'Sunday': '7:0-18:0'}"
103968,l6ZsTnh1ZRqagQh5WQGfkg,"{'Tuesday': '10:0-16:30', 'Wednesday': '10:0-16:30', 'Thursday': '10:0-16:30', 'Friday': '10:0-16:30'}"
103985,0uOxQEXnZDCgyzp-XO-woA,
103987,JXxyDArqVoubRgihefkdmw,"{'Monday': '11:0-19:0', 'Tuesday': '11:0-19:0', 'Wednesday': '11:0-19:0', 'Thursday': '11:0-19:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '12:0-18:0'}"
104047,f5gc0jpOh617jj3-9PdgzA,"{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '9:0-21:0', 'Sunday': '9:0-18:0'}"
104048,p2YFqAvTkQNMdDkBag6YQg,"{'Monday': '11:0-1:0', 'Tuesday': '11:0-1:0', 'Wednesday': '11:0-1:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '16:0-2:0', 'Sunday': '16:0-1:0'}"
104056,Q4jhf6i_S70ER397gn2N7Q,"{'Monday': '8:0-20:0', 'Tuesday': '8:0-20:0', 'Wednesday': '8:0-20:0', 'Thursday': '8:0-20:0', 'Friday': '8:0-20:0', 'Saturday': '8:0-20:0', 'Sunday': '8:0-17:0'}"
104057,crEaECLLwTpp_rsT7Ic2ow,"{'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '12:0-23:0', 'Sunday': '12:0-22:0'}"
104060,p18yE9XGpR0uVVUyt9hI-Q,"{'Monday': '9:0-0:0', 'Tuesday': '9:0-0:0', 'Wednesday': '9:0-0:0', 'Thursday': '9:0-0:0', 'Friday': '9:0-1:0', 'Saturday': '9:0-1:0'}"
104064,S6ACtNZ5wY0EjmK07iWUgg,"{'Monday': '11:30-21:0', 'Tuesday': '11:30-21:0', 'Wednesday': '11:30-21:0', 'Thursday': '11:30-21:0', 'Friday': '11:30-23:0', 'Saturday': '11:30-23:0', 'Sunday': '11:30-21:0'}"
104073,MxmcGeTRzLPaTwhDm1txSQ,"{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0'}"
104083,0BfkBUXMKXdpYVI8G8CpMg,"{'Monday': '7:0-21:0', 'Tuesday': '7:0-21:0', 'Wednesday': '10:0-13:0', 'Thursday': '7:0-21:0', 'Friday': '7:0-21:0', 'Saturday': '8:0-17:0', 'Sunday': '8:0-17:0'}"
104096,bNtUBD41Ly96bI1ANoShuA,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}"
104114,MPCv-HvZAY-oc-5q75R0pQ,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
104139,T2RUBY7DHg1cCqdgyr3uXQ,
104191,VakfU3QhE3VWT3ZDEtX96A,
104212,7Dcwu9xCZg6grDn2vVCU5Q,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
104242,r2MZMvVRZBWXOmxgoFuitA,"{'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-20:0'}"
104270,B77Y6uQweqEXlX0NCAhYrg,"{'Monday': '8:0-23:0', 'Tuesday': '10:0-20:0', 'Wednesday': '8:0-23:0', 'Thursday': '8:0-23:0', 'Friday': '8:0-23:0', 'Saturday': '8:0-23:0', 'Sunday': '8:0-23:0'}"
104275,Q6wGrCd4RbgFors2nm4BNA,"{'Monday': '9:30-19:0', 'Tuesday': '9:30-19:0', 'Wednesday': '9:30-19:0', 'Thursday': '9:30-19:0', 'Friday': '9:30-19:0', 'Saturday': '9:30-19:0'}"
104279,Aqg8j5b3LmAal6GiyynCtQ,"{'Monday': '10:30-21:0', 'Tuesday': '10:30-21:0', 'Wednesday': '10:30-21:0', 'Thursday': '10:30-21:0', 'Friday': '10:30-21:0', 'Saturday': '10:30-21:0', 'Sunday': '10:30-21:0'}"
104303,iUycIKM4afqv23BXGwRGTw,"{'Monday': '10:0-18:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-18:0', 'Saturday': '10:0-18:0', 'Sunday': '10:0-16:0'}"
104318,6i2h2hYPEEG13A6mamsq9g,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-18:0', 'Saturday': '11:0-16:0', 'Sunday': '13:0-16:0'}"
104327,4_OTm1SomswduRzJpBMc-Q,"{'Monday': '8:0-16:0', 'Tuesday': '8:0-16:0', 'Wednesday': '8:0-16:0', 'Thursday': '8:0-16:0', 'Friday': '8:0-16:0'}"
104362,gu8twBwnB9CRU-hZQkkpgw,"{'Monday': '10:30-2:0', 'Tuesday': '10:30-2:0', 'Wednesday': '10:30-2:0', 'Thursday': '10:30-2:0', 'Friday': '10:30-2:0', 'Saturday': '10:30-2:0', 'Sunday': '10:30-2:0'}"
104374,mkOFR9vCVujOi_VEVjYylQ,"{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0'}"
104389,TIJpEsISXpI14EiNmsmEmg,"{'Monday': '0:0-0:0', 'Tuesday': '8:0-22:0', 'Wednesday': '8:0-22:0', 'Thursday': '8:0-22:0', 'Friday': '8:0-21:0', 'Saturday': '8:0-0:0'}"
104422,3D--xK_0--6-zMm1ip_bjw,"{'Monday': '11:0-1:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-21:0'}"
104461,Bcb36UXi2iy2s0xY1kkFzw,"{'Monday': '16:0-1:0', 'Tuesday': '16:0-1:0', 'Wednesday': '16:0-1:0', 'Thursday': '16:0-3:0', 'Friday': '10:0-3:0', 'Saturday': '11:0-3:0', 'Sunday': '18:0-3:0'}"
104482,HSXbz5zLFnO2318Ec2XoDw,"{'Tuesday': '9:0-20:0', 'Wednesday': '9:0-20:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-17:0'}"
104489,JomP-F_OrCRyPQtq4xP38Q,
104525,5letDiEUUs9mTd4Mdtl4fw,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
104526,7UJ0K_fTZQAZkI8OMLbP9g,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '12:0-22:0'}"
104543,k6b1OfaaqLnJFWwuCIF6hA,
104546,n7msxjzxWVdyhDNDGb8-gQ,
104571,eP5RNedP43_xd3ZsISQ1RA,
104593,8MH8dtz8pW4FG0zRxcRFbw,"{'Monday': '12:0-22:0', 'Tuesday': '12:0-22:0', 'Wednesday': '12:0-22:0', 'Thursday': '12:0-22:0', 'Friday': '12:0-23:0', 'Saturday': '12:0-23:0', 'Sunday': '12:0-22:0'}"
104619,JSGLlcIyb04tULhdf01MiA,"{'Monday': '0:0-0:0', 'Tuesday': '8:0-17:30', 'Wednesday': '8:0-17:30', 'Thursday': '8:0-17:30', 'Friday': '9:0-13:0'}"
104652,HlmHhuZeIkBMbrz4-bvZHA,"{'Monday': '7:0-16:0', 'Tuesday': '7:0-16:0', 'Wednesday': '7:0-16:0', 'Thursday': '7:0-16:0', 'Friday': '7:0-16:0', 'Saturday': '7:0-16:0', 'Sunday': '7:0-16:0'}"
104664,XM9b7qpFtwXnyShY2HyySA,
104673,uxxv6KfVHt1VVgTLnLAUhQ,"{'Monday': '0:0-0:0', 'Tuesday': '9:30-21:0', 'Wednesday': '9:30-21:0', 'Thursday': '9:30-21:0', 'Friday': '9:30-21:0', 'Saturday': '9:30-21:0', 'Sunday': '11:0-18:0'}"
104677,SgAuIDl0-X8o2ig-n8ghTQ,"{'Monday': '10:0-22:0', 'Tuesday': '10:0-22:0', 'Wednesday': '10:0-22:0', 'Thursday': '10:0-22:0', 'Friday': '10:0-22:0', 'Saturday': '10:0-22:0', 'Sunday': '10:0-22:0'}"
104705,zK8JpioLZHfE-rIEBaUoYQ,"{'Monday': '9:0-19:0', 'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-17:0'}"
104724,Q_L2wD7JrLq-GHVYU1dJfA,"{'Monday': '11:0-2:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-2:0'}"
104753,EdYHpjuWduqjdxzqsZGAhA,"{'Monday': '0:0-0:0', 'Tuesday': '11:0-23:30', 'Wednesday': '11:0-23:30', 'Thursday': '11:0-23:30', 'Friday': '11:0-23:30', 'Saturday': '11:0-23:30', 'Sunday': '11:0-23:30'}"
104791,GDFRe-JRgJ_Hsha-k0OSyw,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
104805,nv3EMON9CVGvJCJ5C_ETww,"{'Monday': '8:0-20:0', 'Tuesday': '8:0-20:0', 'Wednesday': '8:0-20:0', 'Thursday': '8:0-20:0', 'Friday': '8:0-17:0', 'Saturday': '8:0-17:0'}"
104817,xx_8U_fcvdVuYxhWuyL8kQ,"{'Monday': '0:0-0:0', 'Tuesday': '7:0-19:0', 'Wednesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Friday': '7:0-16:0', 'Saturday': '7:0-18:0', 'Sunday': '8:0-17:0'}"
104840,PvAshh2RLRzgZiEPa5KD6w,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}"
104844,7yTmcPBcQJ0zTUe2MO1Q4A,
104879,NspIl-borUV61e8NWz1RWw,"{'Monday': '8:0-19:0', 'Tuesday': '8:0-19:0', 'Wednesday': '8:0-19:0', 'Thursday': '8:0-19:0', 'Friday': '8:0-19:0', 'Saturday': '8:0-19:0'}"
104887,_Nuel4_O1CLCRJoVWzgORw,"{'Monday': '7:0-18:0', 'Tuesday': '8:0-14:0', 'Wednesday': '7:0-18:0', 'Thursday': '7:0-18:0', 'Friday': '7:0-16:0', 'Saturday': '7:0-16:0'}"
104900,NdEsVsWbM-e3YjsWcAADUQ,
104907,UMNaZAyhASOMu0jv8uzCSQ,
104951,ShHdco5F_kje58czuqQp5Q,"{'Monday': '0:0-0:0', 'Tuesday': '6:0-23:0', 'Wednesday': '6:0-23:0', 'Thursday': '6:0-23:0', 'Friday': '6:0-18:0', 'Saturday': '6:0-23:0', 'Sunday': '6:0-23:0'}"
105002,nCtaC-sdPHl7BAWGvhfVLQ,
105042,iXzzv7I-Y8Oz4qRGNP0UaQ,"{'Monday': '0:0-0:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '8:0-17:0', 'Sunday': '10:0-16:0'}"
105106,Rzw3_l2uDv-OSaHdPCJgjQ,"{'Monday': '10:30-21:0', 'Tuesday': '10:30-21:0', 'Wednesday': '10:30-21:0', 'Thursday': '10:30-21:0', 'Friday': '10:30-21:0', 'Saturday': '10:30-21:0', 'Sunday': '10:30-21:0'}"
105118,rA-l74ckNajHEYP0zA6c4g,"{'Monday': '0:0-0:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-18:0', 'Saturday': '10:0-18:0'}"
105147,eqHh2Sbw43hWwFNxLWEycg,"{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '12:0-21:0'}"
105186,mdiH9IF_fXr5U6E5ZLyX1g,
105190,lwCJ4KkAsRymBJJT3KCauQ,"{'Monday': '0:0-0:0', 'Tuesday': '10:30-21:30', 'Wednesday': '10:30-21:30', 'Thursday': '10:30-21:30', 'Friday': '10:30-21:30', 'Saturday': '10:30-21:30', 'Sunday': '10:30-21:30'}"
105195,e2l19ABu1xIn9hnvWukJ3Q,"{'Monday': '10:30-1:30', 'Tuesday': '10:30-1:30', 'Wednesday': '10:30-1:30', 'Thursday': '10:30-1:30', 'Friday': '10:30-1:30', 'Saturday': '10:30-1:30', 'Sunday': '10:30-1:30'}"
105202,TrLVI1qVuoiQRgMObsFIrQ,"{'Monday': '7:0-15:0', 'Tuesday': '7:0-15:0', 'Wednesday': '7:0-15:0', 'Thursday': '7:0-15:0', 'Friday': '7:0-15:0'}"
105228,mOpbM2W84eJ29Pm_6J3Zqw,"{'Monday': '7:30-21:0', 'Tuesday': '7:30-21:0', 'Wednesday': '7:30-21:0', 'Thursday': '7:30-21:0', 'Friday': '7:30-21:0', 'Saturday': '7:30-21:0', 'Sunday': '9:0-20:0'}"
105231,AXkVVHA4o3md6tJy-qLxHA,"{'Saturday': '10:0-17:0', 'Sunday': '10:0-17:0'}"
105234,PFjClKxt3BWRRbTq0IOnDg,"{'Monday': '10:0-22:0', 'Tuesday': '10:0-22:0', 'Wednesday': '10:0-22:0', 'Thursday': '10:0-22:0', 'Friday': '10:0-22:0', 'Saturday': '10:0-22:0', 'Sunday': '10:0-22:0'}"
105255,o46yygtcv5vOQShnEnfNpQ,
105272,b0cGwLYGyBP1qYfmk10Ddw,"{'Monday': '0:0-0:0', 'Tuesday': '10:0-17:45', 'Wednesday': '10:0-17:45', 'Thursday': '10:0-17:45', 'Friday': '10:0-17:45', 'Saturday': '10:0-17:45'}"
105291,_OB65sIprNs4eUm1SHjhxw,"{'Monday': '6:0-19:0', 'Tuesday': '6:0-19:0', 'Wednesday': '6:0-19:0', 'Thursday': '6:0-19:0', 'Friday': '6:0-19:0', 'Saturday': '7:0-18:0'}"
105404,nzaLOwdtzx8shZUrqrz9dw,"{'Monday': '0:0-0:0', 'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-19:0', 'Sunday': '9:30-18:0'}"
105408,1bupwb_7eGLWtu66xD1MIw,"{'Monday': '0:0-0:0', 'Tuesday': '10:0-17:0', 'Wednesday': '10:0-17:0', 'Thursday': '10:0-17:0', 'Friday': '10:0-17:0', 'Saturday': '10:0-17:0', 'Sunday': '12:0-17:0'}"
105421,IxE8Vt-OClElR7lAgjXFcg,
105427,amjqmsc7LzNy9gL5XC6rTw,
105432,wffy7wiVvmrAc4t1uSUQGg,"{'Monday': '11:30-22:0', 'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-22:0', 'Saturday': '11:30-22:0'}"
105452,JZe8ikYu3nqKjoezWrUhGA,"{'Monday': '9:0-18:0', 'Tuesday': '9:0-18:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-18:0', 'Friday': '9:0-18:0', 'Saturday': '9:0-16:0'}"
105455,_E1o6y2c9KXfqoX449kG2w,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:30-21:0', 'Sunday': '12:0-20:0'}"
105478,_gvXfjD2M1h9CoDZAU29xw,"{'Monday': '9:0-9:0', 'Tuesday': '9:0-9:0', 'Wednesday': '9:0-9:0', 'Thursday': '9:0-9:0', 'Friday': '9:0-9:0', 'Saturday': '9:0-9:0', 'Sunday': '9:0-9:0'}"
105491,Mv1dxhW2LHaQFcrsy71Qgg,"{'Monday': '12:0-22:0', 'Tuesday': '12:0-22:0', 'Wednesday': '12:0-22:0', 'Thursday': '12:0-22:0', 'Friday': '12:0-23:0', 'Saturday': '12:0-23:0', 'Sunday': '12:0-21:0'}"
105494,C40QrOPVa9ywZzca4gPXrA,"{'Tuesday': '11:0-16:0', 'Wednesday': '11:0-16:0', 'Thursday': '11:0-16:0', 'Friday': '11:0-16:0', 'Saturday': '11:0-16:0'}"
105505,aC8hHtL2Xt1LOLSCPhSGhQ,
105510,N7cAAh4QLwCdNAZpB8Ndjw,"{'Monday': '0:0-0:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-20:0', 'Sunday': '11:0-18:0'}"
105536,CSYhePzJSqeJ37-v7znfqw,"{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '12:0-18:0'}"
105558,WBbHaxP600hEN02-UDtHmA,"{'Monday': '15:30-21:0', 'Tuesday': '15:30-21:30', 'Wednesday': '15:30-21:30', 'Thursday': '15:30-21:30', 'Friday': '15:30-21:30', 'Saturday': '15:30-21:30', 'Sunday': '17:0-21:30'}"
105578,fOergmiF9jTQ9wGBPrVepQ,"{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '10:0-14:0'}"
105580,dXw55Tj0ouGgIc1Mn3t6rg,"{'Monday': '0:0-0:0', 'Tuesday': '7:0-16:0', 'Wednesday': '7:0-16:0', 'Thursday': '7:0-16:0', 'Friday': '7:0-16:0'}"
105588,-ZG07rlS7I8c0Gt_zAH6Rg,"{'Monday': '8:0-16:30', 'Tuesday': '8:0-16:30', 'Wednesday': '8:0-16:30', 'Thursday': '8:0-16:30', 'Friday': '8:0-16:30', 'Saturday': '7:0-16:30', 'Sunday': '7:0-16:30'}"
105601,F32Z7yfgklHbiumiI-EDZg,"{'Monday': '10:0-22:0', 'Tuesday': '10:0-22:0', 'Wednesday': '10:0-22:0', 'Thursday': '10:0-22:0', 'Friday': '10:0-23:0', 'Saturday': '10:0-23:0', 'Sunday': '10:0-22:0'}"
105618,z-m_2d5tCm3s7294RieCJA,"{'Tuesday': '9:0-18:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-18:0', 'Friday': '9:0-18:0'}"
105646,nxuhTtrT5Q2zPQAwQ-lLTg,"{'Monday': '9:30-18:0', 'Tuesday': '9:30-18:0', 'Wednesday': '9:30-18:0', 'Thursday': '9:30-18:0', 'Friday': '9:30-18:0', 'Saturday': '9:30-17:0', 'Sunday': '9:30-17:0'}"
105653,Y_1pqAh8-ur56uijActr6w,"{'Monday': '11:0-14:0', 'Wednesday': '10:0-15:0', 'Thursday': '11:0-14:0', 'Friday': '10:0-15:0'}"
105665,1liK2i6Sc81OUqw_2KSpag,"{'Monday': '8:0-19:30', 'Tuesday': '8:0-19:30', 'Wednesday': '8:0-19:0', 'Thursday': '7:30-19:0', 'Friday': '8:0-15:30', 'Saturday': '8:0-12:0'}"
105669,-UwKUHHoA4VPNMufOSL7xA,
105677,0G25IDvgvoqASYsqu0HbCw,"{'Monday': '16:30-22:0', 'Tuesday': '16:30-22:0', 'Wednesday': '16:30-22:0', 'Thursday': '16:30-22:0', 'Friday': '16:30-22:0', 'Saturday': '16:30-22:0'}"
105685,WlUHHBfw_nnUA7l-ouBOWw,"{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-20:30', 'Sunday': '11:0-20:30'}"
105704,S7YXnU3BYqrp4Onie6fNxQ,
105729,Qc6ngHCQnz7lqZjypc81-Q,"{'Monday': '9:0-16:0', 'Tuesday': '9:0-16:0', 'Wednesday': '9:0-16:0', 'Thursday': '9:0-16:0', 'Friday': '9:0-16:0'}"
105733,T8XW1h8h30xgdHjrHs-XHw,"{'Monday': '12:0-21:0', 'Tuesday': '12:0-21:0', 'Wednesday': '12:0-21:0', 'Thursday': '12:0-21:0', 'Friday': '12:0-21:0', 'Saturday': '12:0-21:0', 'Sunday': '12:0-21:0'}"
105759,POtLs1xdi0tIbzZLcn01gg,"{'Monday': '8:30-21:0', 'Tuesday': '8:30-21:0', 'Wednesday': '8:30-21:0', 'Thursday': '8:30-21:0', 'Friday': '8:30-21:0', 'Saturday': '8:30-21:0', 'Sunday': '12:0-19:0'}"
105786,pz9NQ_ItX1Vsy-vbSJuf_w,"{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-0:0'}"
105791,FocOTqfCE1edt5qrByaljw,"{'Monday': '10:0-16:0', 'Tuesday': '10:0-16:0', 'Wednesday': '10:0-16:0', 'Thursday': '10:0-16:0', 'Friday': '10:0-16:0', 'Saturday': '10:0-16:0'}"
105792,RUJOrl5r8peat4UZkUBMGw,"{'Monday': '0:0-0:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}"
105798,34GP9XZ2oKHXWWsbhZkVzw,
105803,FHWeUs8Y3N5swOSnj9FcvA,"{'Monday': '9:0-19:30', 'Tuesday': '9:0-19:30', 'Wednesday': '9:0-19:30', 'Thursday': '9:0-19:30', 'Friday': '9:0-19:30', 'Saturday': '8:30-14:0'}"
105826,cFqh1firhPkveb2C1edopA,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
105831,T78DNDCb78-CNDkFlM1z0g,
105856,bAd9LFa2vuZmAe6PciGaZw,"{'Monday': '7:0-20:30', 'Tuesday': '7:0-20:30', 'Wednesday': '7:0-20:30', 'Thursday': '7:0-20:30', 'Friday': '7:0-20:30', 'Saturday': '7:0-20:30', 'Sunday': '7:0-20:30'}"
105859,F4JtnHdYHaoaKIYxKU1ppw,"{'Monday': '8:0-19:0', 'Tuesday': '8:0-19:0', 'Wednesday': '8:0-19:0', 'Thursday': '8:0-19:0', 'Friday': '8:0-19:0', 'Saturday': '8:0-19:0', 'Sunday': '8:0-19:0'}"
105876,-9Kxik9BRNkft5rPcVvSsw,"{'Monday': '0:0-0:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}"
105882,g2bYK-Z3foqSnCiOPYtdsA,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
105894,8oOp3O8AwE04xoSBEgFMlw,"{'Monday': '0:0-0:0', 'Tuesday': '6:0-20:0', 'Wednesday': '6:0-20:0', 'Thursday': '6:0-20:0', 'Friday': '8:0-14:0', 'Saturday': '8:0-18:0'}"
105905,3_sunYhg-5DBTinDeRq8uw,"{'Monday': '11:0-2:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-2:0'}"
